address,name
00019BE8,ti_sysbios_knl_Clock_getTicks
00019C14,ti_sysbios_knl_Clock_getTimeout
00019C40,ti_sysbios_knl_Swi_setPri
00019C6C,ti_sysbios_knl_Task_restoreHwi
00019E1E,ti_sysbios_family_arm_cc26xx_Timer_setNextTick
00019E48,ti_sysbios_knl_Task_allBlockedFunction
00019E72,MAP_llUpdatePeriodicAdvChainPacket
00019E74,BIOS_registerRTSLock
00019E9C,DevInfo_AddService
00019EC4,ICall_createRemoteTasks
00019EEC,ICall_heapGetStats
00019F14,ICall_sendServiceMsg
00019FB4,PowerCC26XX_isStableXOSC_HF
0001A02C,sem_init
0001A07C,ti_sysbios_knl_Semaphore_Instance_init
0001A0A4,ti_sysbios_knl_Swi_init
0001A0CC,ti_sysbios_knl_TaskSupport_swap
0001A0F4,ti_sysbios_knl_Task_construct
0001A11C,ti_sysbios_knl_Task_init
0001A1BC,osal_snv_init
0001A25A,ICall_msgEnqueue
0001A388,BIOS_removeRTSLock
0001A3AC,Board_init
0001A3D0,List_put
0001A514,Power_registerNotify
0001A5C8,SemaphoreP_createBinary
0001A658,ti_sysbios_family_arm_m3_Hwi_construct
0001A67C,ti_sysbios_knl_Semaphore_destruct
0001A6A0,ti_sysbios_knl_Task_enter
0001A6E8,llRemoveFromFeatureSet
0001A86E,memcmp
0001A890,ti_sysbios_gates_GateMutexPri_insertPri
0001A9B4,PowerCC26XX_schedulerRestore
0001AA94,SemaphoreP_constructBinary
0001AAD4,ti_sysbios_family_arm_m3_Hwi_initStack
0001AAF4,ti_sysbios_gates_GateMutexPri_Instance_init
0001AB14,ti_sysbios_knl_Clock_addI
0001AB34,ti_sysbios_knl_Clock_create
0001AB54,ti_sysbios_knl_Semaphore_delete
0001AB74,ti_sysbios_knl_Task_delete
0001AB94,ti_sysbios_knl_Task_destruct
0001AC14,LL_AbortedCback_peripheral
0001AC94,GATTServApp_FindAttr
0001ACB4,osal_CbTimerInit
0001AD32,ti_sysbios_family_arm_m3_Hwi_switchAndRunFunc
0001AD50,ti_sysbios_knl_Semaphore_create
0001AE24,BIOS_rtsLock
0001AE78,GPIO_setCallback
0001AE94,HwiP_setPriority
0001AEB0,ICall_enterCSImpl
0001AECC,NOROM_FlashProgram
0001AF04,NVOCMP_expectCompApi
0001AF20,NVOCMP_writeByte
0001AF3C,Power_getTransitionLatency
0001AFE4,crc_update
0001B000,getClockTicks
0001B054,ti_sysbios_knl_Clock_Instance_finalize
0001B070,ti_sysbios_knl_Clock_construct
0001B08C,ti_sysbios_knl_Event_checkEvents
0001B0A8,ti_sysbios_knl_Idle_run
0001B0C4,ti_sysbios_knl_Queue_get
0001B0E0,ti_sysbios_knl_Queue_put
0001B0FC,ti_sysbios_knl_Semaphore_construct
0001B118,ti_sysbios_knl_Swi_construct
0001B134,ti_sysbios_knl_Swi_destruct
0001B150,ti_sysbios_runtime_Error_raiseX
0001B1A4,halAssertInit
0001B214,ICallPlatform_pwrDispense
0001B22E,ICallPlatform_pwrRequire
0001B248,ICall_primRepostSync
0001B296,ti_sysbios_gates_GateMutexPri_create
0001B2B0,ti_sysbios_knl_Event_create
0001B318,BIOS_exitFunc
0001B330,BIOS_rtsUnlock
0001B3C0,GPIO_enableInt
0001B3D8,ICall_heapMallocLimited
0001B420,Power_idleFunc
0001B468,Util_dequeueMsg
0001B480,ti_sysbios_knl_Clock_scheduleNextTick
0001B498,ti_sysbios_knl_Event_Instance_init
0001B4B0,ti_sysbios_knl_Swi_construct2
0001B4C8,ti_sysbios_knl_Swi_or
0001B4F8,ti_sysbios_knl_Task_unblock
0001B5B8,osal_enroll_senderid
0001B616,HwiP_interruptsEnabled
0001B62C,HwiP_setFunc
0001B66E,SystemP_snprintf
0001B69A,clockFxn
0001B6C6,ti_sysbios_knl_Clock_start
0001B6DC,ti_sysbios_knl_Task_block
0001B784,GPIO_read
0001B798,ICall_abort
0001B7AC,ICall_eventPost
0001B7C0,ICall_pwrUpdActivityCounter
0001B7D4,OUTLINED_FUNCTION_0
0001B810,ROM_Spinlock
0001B824,SwiP_disable
0001B838,SwiP_inISR
0001B89C,__aeabi_uldivmod
0001B8C4,driverTable_fnSpinlock
0001B900,ti_sysbios_family_arm_m3_Hwi_switchFromBootStack
0001B914,ti_sysbios_knl_Swi_disable
0001B964,osal_memset
0001B98C,osal_timer_init
0001B9A0,ICall_leaveCSImpl
0001B9B2,NVOCMP_readByte
0001B9C4,NVS_write
0001BAC4,ClockP_getCpuFreq
0001BAF4,GPIO_write
0001BB04,HwiP_Params_init
0001BB14,HwiP_inISR
0001BB24,HwiP_post
0001BB54,NVOCMP_read
0001BC04,SwiP_Params_init
0001BC54,ti_sysbios_family_arm_cc26xx_Timer_dynamicStub
0001BC64,ti_sysbios_family_arm_m3_Hwi_excHandler
0001BC74,ti_sysbios_knl_Task_disable
0001BC84,ti_sysbios_runtime_System_vsnprintf
0001BD64,osal_mem_alloc
0001BDC0,ICall_signal
0001BDCE,NVS_read
0001BE14,SwiP_setPriority
0001BE22,UART2_write
0001BE30,Util_constructQueue
0001BE3E,sem_wait
0001BE5A,strlen
0001BED4,BIOS_getThreadType
0001BEE0,BIOS_linkedWithIncorrectBootLibrary
0001BEEC,BIOS_start
0001BF34,HwiP_disable
0001BF40,ICall_pwrDispense
0001BF4C,ICall_pwrRequire
0001BF58,ICall_taskEntry
0001BF64,NVOCMP_doRAMCRC
0001BFAC,PowerCC26X2_sysCtrlUpdateVoltageRegulator
0001BFB8,Power_getConstraintMask
0001BFD0,RegisterAssertCback
0001BFDC,SemaphoreP_delete
0001BFE8,SwiP_getTrigger
0001C00C,UART2_Params_init
0001C018,_register_lock
0001C024,_register_unlock
0001C030,matchLiteCS
0001C03C,osalHeapInitFxn
0001C048,ti_sysbios_gates_GateMutexPri_construct
0001C054,ti_sysbios_knl_ClockSupport_setNextTick
0001C060,ti_sysbios_knl_Clock_tick
0001C06C,ti_sysbios_knl_Event_construct
0001C078,ti_sysbios_knl_Queue_empty
0001C084,ti_sysbios_knl_Task_Params_init
0001C090,ti_sysbios_knl_Task_self
0001C120,ble_dispatch_liteInit
0001C12C,GATTServApp_ReadCharCfg
0001C138,osal_set_icall_hook
0001C186,ClockP_Params_init
0001C1A4,ICall_stopTimer
0001C1AE,OUTLINED_FUNCTION_0
0001C1B8,OUTLINED_FUNCTION_1
0001C1C2,OUTLINED_FUNCTION_6
0001C1D6,SemaphoreP_pend
0001C1F6,osalHeapGetStatsFxn
0001C200,sem_post
0001C20A,ti_sysbios_knl_Clock_Params_init
0001C232,NOROM_CPUcpsid
0001C23A,NOROM_CPUcpsie
0001C24A,OUTLINED_FUNCTION_0
0001C252,OUTLINED_FUNCTION_0
0001C27C,__aeabi_errno_addr
0001C284,__aeabi_memclr8
0001C28C,ti_sysbios_runtime_System_exit
0001C2C0,ClockP_stop
0001C2D2,GPIO_setConfig
0001C2D8,HwiP_restore
0001C2DE,ICall_clockFunc
0001C2E4,ICall_freeMsg
0001C2EA,NOROM_CPUdelay
0001C2F6,NVS_erase
0001C30E,OUTLINED_FUNCTION_1
0001C314,OUTLINED_FUNCTION_5
0001C32C,osalHeapAllocFxn
0001C332,osalHeapFreeFxn
0001C338,ti_sysbios_family_arm_m3_Hwi_destruct
0001C33E,ti_sysbios_family_arm_m3_Hwi_doSwiRestore
0001C344,ti_sysbios_family_arm_m3_Hwi_doTaskRestore
0001C34A,ti_sysbios_gates_GateMutexPri_Params_init
0001C350,ti_sysbios_heaps_HeapCallback_alloc
0001C356,ti_sysbios_heaps_HeapCallback_free
0001C35C,ti_sysbios_heaps_HeapCallback_getStats
0001C362,ti_sysbios_heaps_HeapCallback_isBlocking
0001C368,ti_sysbios_knl_Clock_stop
0001C36E,ti_sysbios_knl_Idle_loop
0001C374,ti_sysbios_knl_Queue_construct
0001C37A,ti_sysbios_knl_Swi_startup
0001C380,abort
0001C38A,ClockP_destruct
0001C38E,ClockP_getSystemTickPeriod
0001C392,ClockP_getTimeout
0001C396,ClockP_isActive
0001C39A,ClockP_setTimeout
0001C39E,ClockP_start
0001C3A2,HOOK_llProcessMasterControlPacket_hook
0001C3AA,HwiP_destruct
0001C3AE,HwiP_enableInterrupt
0001C3B2,ICall_free
0001C3B6,ICall_getHeapStats
0001C3BA,ICall_getTicks
0001C3BE,ICall_malloc
0001C3C2,ICall_mallocLimited
0001C3C6,LE_SetExtAdvData_hook
0001C3CA,LE_SetExtAdvEnable_hook
0001C3CE,LE_SetExtScanRspData_hook
0001C3D2,LL_ProcessEvent_LL_EVT_EXT_SCAN_TIMEOUT_hook
0001C3D6,LL_ProcessEvent_LL_EVT_MASTER_CONN_CREATED_hook
0001C3DA,MAP_LL_AbortedCback
0001C3DE,MAP_RTLSSrv_processHciEvent
0001C3E2,MAP_checkVsEventsStatus
0001C3E6,MAP_gapAdv_handleAdvHciCmdComplete
0001C3EA,MAP_gapAdv_periodicAdvCmdCompleteCBs
0001C3EE,MAP_gapScan_periodicAdvCmdCompleteCBs
0001C3F2,MAP_gapScan_periodicAdvCmdStatusCBs
0001C3F6,MAP_gapScan_processBLEPeriodicAdvCBs
0001C3FA,MAP_llCalcConnMaxTimeLength
0001C3FE,MAP_llCoexRfLinkRatCompareConnMaxTimeLength
0001C402,MAP_llDmmDynamicAlloc
0001C406,MAP_llDmmGetActivityIndex
0001C40A,MAP_llDmmSetAdvHandle
0001C40E,MAP_llFindNextPeriodicAdv
0001C412,MAP_llFindNextPeriodicScan
0001C416,MAP_llFreeCteSamplesEntryQueue
0001C41A,MAP_llGetCteInfo
0001C41E,MAP_llGetCurrentPeriodicAdv
0001C422,MAP_llGetCurrentPeriodicScan
0001C426,MAP_llGetPeriodicAdv
0001C42A,MAP_llHandleSDAAControlTX
0001C42E,MAP_llPrepareNextExtAdv
0001C432,MAP_llProcessExtScanRxFIFO_hook
0001C436,MAP_llSDAASetupRXWindowCmd
0001C43A,MAP_llSetStarvationMode
0001C43E,MAP_llSetupCte
0001C442,MAP_llSetupPeriodicAdv
0001C446,MAP_llSlave_TaskEnd
0001C44A,MAP_llTrigPeriodicAdv
0001C44E,MAP_llUpdateExtAdvTx
0001C45A,PowerCC26X2_sysCtrlIdle
0001C466,ResetISR
0001C46E,SM_dhKeyCB_hook
0001C472,SM_p256KeyCB_hook
0001C476,SemaphoreP_destruct
0001C47A,SemaphoreP_post
0001C47E,SwiP_destruct
0001C482,SwiP_or
0001C486,SwiP_restore
0001C48A,SystemP_vsnprintf
0001C492,Util_isActive
0001C496,Util_startClock
0001C49A,Util_stopClock
0001C4A4,_system_post_cinit
0001C4A8,_system_pre_init
0001C4B0,gapSendSlaveSecurityReqEvent_hook
0001C4B8,llFindStartType_hook
0001C4BC,llGetNextConn_hook
0001C4C0,llNextChanIndex_hook
0001C4C4,llScheduler_hook
0001C4C8,llSetupExtAdv_hook
0001C4D0,osalHeapIsBlockingFxn
0001C4D4,rfCallback_hook
0001C4D8,smGeneratePairingReqRsp_hook
0001C4DC,smResponderProcessLTKReq_hook
0001C4E0,smpResponderProcessIncoming_hook
0001C4E4,smpResponderProcessPairingPublicKey_hook
0001C4E8,ti_sysbios_knl_Clock_destruct
0001C4EC,ti_sysbios_knl_Clock_isActive
0001C4F0,ti_sysbios_knl_Clock_setTimeout
0001C4F8,LL_ENC_GenerateTrueRandNum
0001C510,rfErrCb
0001C512,ti_sysbios_runtime_System_exitSpin
0001C51A,halAssertHandler
